"FSC-A","FSC-H","SSC-A","SSC-B-A","SSC-B-H","SSC-H","B1-A","B1-H","B10-A","B10-H","B11-A","B11-H","B12-A","B12-H","B13-A","B13-H","B14-A","B14-H","B2-A","B2-H","B3-A","B3-H","B4-A","B4-H","B5-A","B5-H","B6-A","B6-H","B7-A","B7-H","B8-A","B8-H","B9-A","B9-H","R1-A","R1-H","R2-A","R2-H","R3-A","R3-H","R4-A","R4-H","R5-A","R5-H","R6-A","R6-H","R7-A","R7-H","R8-A","R8-H","V1-A","V1-H","V10-A","V10-H","V11-A","V11-H","V12-A","V12-H","V13-A","V13-H","V14-A","V14-H","V15-A","V15-H","V16-A","V16-H","V2-A","V2-H","V3-A","V3-H","V4-A","V4-H","V5-A","V5-H","V6-A","V6-H","V7-A","V7-H","V8-A","V8-H","V9-A","V9-H","YG1-A","YG1-H","YG10-A","YG10-H","YG2-A","YG2-H","YG3-A","YG3-H","YG4-A","YG4-H","YG5-A","YG5-H","YG6-A","YG6-H","YG7-A","YG7-H","YG8-A","YG8-H","YG9-A","YG9-H","Time"
2.3291e+06,2.23342e+06,1.05118e+06,2.02811e+06,1.3541e+06,953239,1387.52,965,93505.6,67035,54251.7,38162,40313.2,27773,24606.8,16956,21369.4,14908,11037.9,7548,113037,80922,579854,414835,554267,399063,515270,368080,346365,248787,218937,157475,189217,135807,11.62,223,-231.259,157,-163.406,149,519.58,278,1062.92,363,78.1237,225,2.905,258,703.84,384,85.12,297,399654,373943,138024,129301,54986.2,51470,39702.7,35989,25136.6,22649,14364.1,12876,5172.4,4806,587.68,508,1135.68,834,1700.2,1466,3269.44,2706,4302.04,4088,47155.8,43625,545663,510541,377546,352779,230652,98244,6015.8,2383,205942,88815,189356,81089,124078,53828,84310.3,35969,63631.4,27348,58871.5,25642,22104.9,9511,11619.9,5511,0.031
2.06867e+06,1.96676e+06,680132,1.04119e+06,725282,638426,716.816,428,3461.31,2539,2149.65,1688,1232.02,1175,808.138,706,929.741,662,757.297,621,4147.1,2766,20781.6,14754,20450.6,14350,18858.3,13259,13248.9,9400,8051.89,5846,7213.26,5077,941.116,372,-114.851,173,319.654,216,903.455,276,83.9337,257,465.007,311,288.321,346,607.041,320,158.6,324,23320.6,21684,8012.04,7185,2914.12,2702,2640.52,2061,1499.88,1289,356.84,715,397.4,356,835.32,676,476.88,620,938.68,639,1069.56,946,1258.64,860,3847.44,3349,33252.4,31216,22244.6,20467,7462.52,3240,851.025,404,7406.7,3242,6026.65,2720,4521.04,2075,3508.22,1391,2533.3,1111,2858.27,1080,1323.7,425,1734.34,565,0.2872
1.63832e+06,1.73026e+06,674488,1.11271e+06,841751,694395,890.959,642,31202.2,25934,18051.1,14583,13511.4,11029,8312.42,6945,7651.86,6108,4437.96,3260,39965.7,33796,191250,159829,182727,154672,168464,140825,114184,96277,72174,60755,62729.3,52799,-195.88,223,486.069,215,-409.916,178,222.232,288,-710.376,119,108.522,282,440.315,432,702.388,607,169.52,218,152210,168172,52295.4,57579,20818.8,23085,15334.8,15945,9464,10333,5592.16,5498,1939.2,2034,660.16,596,913.32,1013,1305.04,1344,2490,2563,2457.92,2753,19600.2,21108,209454,231261,143708,158242,70636.7,34773,2693.16,1239,64181.3,31934,58433.7,28878,39520.5,19702,25912,13004,20459.8,10251,19071.3,9391,6649.12,3402,4145.23,2073,0.3447
2.1592e+06,1.77158e+06,900274,1.40014e+06,828236,713904,773.447,402,581.666,426,478.763,401,306.106,279,-18.7,213,236.3,320,1083.17,498,1844.61,861,2616.83,1475,2610.93,1482,2546.18,1247,2051.48,1170,757.456,462,806.597,558,178.761,354,626.754,299,-241.737,184,332.104,248,-440.107,252,876.272,421,-58.8262,260,549.771,352,457.24,308,3480.8,2651,1383.8,1047,764.32,404,349.16,485,640.48,458,-87.36,283,-29.44,326,-4.52,255,694.56,582,839.96,624,1355.32,929,830.8,597,2070.24,1381,5018.64,4014,3534.4,2717,1300.16,496,699.388,506,-148.575,383,844.287,433,619.237,371,640.15,220,639.888,378,509.95,434,-34.0375,307,-158.025,257,0.4429
2.34453e+06,1.84129e+06,1.02201e+06,1.85779e+06,1.1195e+06,836853,729.513,431,972.825,562,450.128,434,116.769,201,122.984,287,856.853,450,612.744,435,1124.02,840,3186.12,2238,2509.84,2158,2284.64,1817,1490.42,1151,1169.28,838,1352.4,843,29.9837,321,477.872,233,-153.654,195,-167.245,185,638.27,408,985.106,368,900.342,445,-460.754,346,238.04,368,2570.32,2995,891.8,1083,431.68,592,305.2,500,263.76,359,385.24,336,229.68,338,728.36,528,821.28,762,1071.68,669,1282.04,899,1639.96,1015,2056.76,1512,3769.32,3822,2738.16,2855,3611.04,1413,271.775,265,3916.41,1476,3089.45,1096,2184.79,908,1353.54,550,887.6,430,718.638,424,235.375,316,613.638,378,0.4583
2.64849e+06,2.08894e+06,1.01192e+06,1.81599e+06,1.09128e+06,827812,701.303,653,371.291,491,167.928,459,310.888,474,352.803,345,53.6031,340,733.125,573,1800.73,890,4166.75,2374,3039.44,1980,2884.37,1830,2547.24,1436,1430.02,766,1039.82,959,754.885,346,-277.116,251,-596.355,97,218.29,249,601.75,399,231.259,427,551.431,302,-120.142,293,81.84,367,5094.28,4199,1701.36,1369,401.48,676,756.92,504,593.68,456,446.68,335,282.44,428,466.96,433,638.08,512,459.16,449,1646.88,1049,1072,809,2327.08,1777,7488.96,5730,5124.72,3942,2122.49,655,-2.0125,232,989.975,716,1313.81,557,805.35,444,648.638,379,486.237,379,455.35,328,515.2,529,275.887,362,0.4664
1.83751e+06,1.80155e+06,545879,1.00787e+06,632048,461141,763.725,483,760.803,531,313.809,314,240.656,295,153.584,269,45.6875,282,628.044,478,1187.93,832,3900.12,2575,3679.7,2282,2629.69,2144,2861.9,1677,1794.08,1081,945.253,709,384.913,246,-85.8012,225,66.7113,285,707.782,244,1142.08,414,108.522,352,1314.62,419,625.405,376,399.56,453,4161.72,3440,1305.4,1252,891.88,617,803.68,563,96.32,413,289.92,381,-175.28,204,461.76,398,470.08,473,226.64,480,739.76,628,767.88,573,1818.8,1193,5906.28,5062,3904.2,3493,1843.89,875,605.675,566,1460.2,535,1988.35,639,1852.72,647,898.888,421,171.15,299,924.175,478,149.275,265,-280.087,341,0.4903
1.80244e+06,1.93097e+06,453093,900273,680401,443069,396.95,351,1236.64,923,430.525,502,-6.90625,497,1085.56,471,540.388,341,799.106,388,1647.78,1095,6644.03,4842,6403.48,4706,5350.59,4077,4139.5,2791,2651.31,1900,1975.98,1539,434.194,452,-115.681,253,402.342,240,-550.394,158,44.0938,313,503.499,331,-329.095,331,-481.296,287,268.84,263,6760.88,6334,2197.04,2267,1002.64,860,566.24,713,356.48,645,330.32,422,212.2,193,718.56,425,635.24,544,699.52,551,965.28,834,578.32,690,1953.28,1526,10004.3,9367,6683.72,6095,2823.1,1162,-108.15,208,2257.41,1006,2254.7,921,1583.66,707,205.45,333,1110.99,510,1725.41,653,1488.46,525,-154.175,290,0.54
1.53083e+06,1.7082e+06,461178,912719,648430,425202,1165.56,580,3042.73,2326,1600.92,1651,1371.58,961,840.225,527,730.309,549,1001.03,505,3535.95,2911,17227.3,13614,16534.8,13234,15633.9,12152,9968.91,8343,6427.54,5137,5585.4,4537,219.431,349,-367.69,143,-100.637,143,-100.015,203,33.0962,348,584.839,362,321.106,267,131.036,371,467.84,391,15998.9,16365,5084.2,5288,2169.32,2260,1221.56,1261,938.64,1093,587.52,650,131.68,350,201.92,459,634.24,469,497.76,479,743.76,848,410.32,678,3001,2557,22654.3,23581,15002.2,15277,6819.05,3382,818.737,519,5969.77,2962,6057.54,2955,4278.92,2137,2891.35,1438,2495.94,1005,2293.29,1052,739.025,325,552.825,337,0.5644
1.69637e+06,1.54344e+06,658546,1.196e+06,809112,572538,719.684,412,212.181,430,-80.2719,309,-56.8438,408,928.784,469,105.028,300,920.763,515,568.331,499,2807.76,2719,2088.03,2511,1681.62,1902,962.572,1223,548.569,855,895.316,761,46.895,345,452.246,424,645.014,190,265.911,264,641.797,314,-534.209,178,-88.6025,285,70.965,461,341.72,392,6574.56,9417,1734.76,3012,684.72,1135,677.24,813,553.4,525,155.24,638,307.6,385,306.4,309,563.84,532,569.92,457,990.08,808,1005,753,2281.44,2275,9243.4,13472,6338.12,9424,3609.55,1838,149.887,290,2223.02,1661,1499.31,1120,1000.12,691,742.612,682,1274.7,459,1041.25,558,472.762,506,112.35,371,0.6001
